index,artist,company,length,part,song,video,views,year,album_art_url,album_title,album_year,artist_image_url,genre1,genre2
1,Golden Shower,,31 minutes,Renato Custodio Ned,Video Computer System,Antihorario - Beats,16693,2011,,Golden Shower Mix,,,Other,Data & Other
2,Hugo Leão Filho,,31 minutes,Klaus Bohms,Arcozelo,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/1752/8A64/B7CD/0622_small_front.jpg?cid=339224396,Paraibo,,,Other,Latin Traditional
3,Axux,,31 minutes,Guilherme Trakinas & Filipe Ortiz,Latsirc Ed Aul,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8D50/8E0E/90E1/C3A0_medium_front.jpg?cid=339224396,2001,1999,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/CABF/86E4/B585/41A0_medium_front.jpg?cid=339224396,Other,Comedy
4,Casiotone For The Painfully Alone,,31 minutes,Friends 1,Holly Hobby,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4FA6/D846/E632/8344_medium_front.jpg?cid=339224396,Advance Base Battery Life,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0BD5/1AC5/61CF/D08E_medium_front.jpg?cid=339224396,Alternative & Punk,Synth Pop
5,Breakbot,,31 minutes,Dhiego Correa,Summer Party,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/7C58/C834/30B1/935D_medium_front.jpg?cid=339224396,Happy Rabbit E.P.,2008,,Electronica,House
6,Reaching Quiet,,31 minutes,Old Footy,Split Screen,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9162/AA70/0E71/A0B7_medium_front.jpg?cid=339224396,In The Shadow Of The Living Room,2002,,Urban,Western Hip-Hop/Rap
7,Anika,,31 minutes,Guega Cervone,End of the World,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9AF4/AF3D/F415/C913_medium_front.jpg?cid=339224396,Anika,2010,,Urban,Contemporary R&B/Soul
8,Gonjasufi,,31 minutes,Friends 2,The 9th Inning,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/234F/D22D/75EE/1002_medium_front.jpg?cid=339224396,The Kickback,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A091/D285/60E7/25F5_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
9,Maria Minerva,,31 minutes,Akira Shiroma,A Little Lonely,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A862/0E7F/A3A6/756C_medium_front.jpg?cid=339224396,Doin' Somethin' Right,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C8CF/DB8E/E3F1/6C48_medium_front.jpg?cid=339224396,Traditional,Country
10,S.Maharba,,31 minutes,Daniel Marques #1,When I Go To Sleep,Antihorario - Beats,16693,2011,,S.Maharba,2008,,Urban,Western Hip-Hop/Rap
11,Odd Nosdam,,31 minutes,Daniel Marques #2,[Track 23],Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/205C/595B/70B4/64D8_medium_front.jpg?cid=339224396,No More Wig For Ohio,2003,,Electronica,"Downtempo, Lounge & Ambient"
12,Gal Costa,,31 minutes,Daniel Marques #3,Não Identificado,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F465/948F/D881/30C3_medium_front.jpg?cid=339224396,Acústico MTV,1997,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/357E/9735/C099/F443_medium_front.jpg?cid=339224396,Other,Brazilian
13,The Knife,,31 minutes,Trailer,Kino,Antihorario - Beats,16693,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/19A6/FFD5/2169/842D_medium_front.jpg?cid=339224396,The Knife,2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F612/E79F/0A13/9020_medium_front.jpg?cid=339224396,Electronica,Electronica Mainstream
0,Sole,,37 minutes,Intro #1,The Priziest Horse,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4530/285A/A078/4E6B_medium_front.jpg?cid=339224396,Selling Live Water,2003,,Urban,Western Hip-Hop/Rap
1,Public Enemy,,37 minutes,Intro #2,Contract On The World Love Jam,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2DDA/33BC/BE9B/437A_medium_front.jpg?cid=339224396,Fear Of A Black Planet,1990,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/9C02/45FA/1CEB/13C1_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
2,The Go! Team,,37 minutes,John Marshall,Ladyflash,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/ECD0/4099/9748/ACA7_medium_front.jpg?cid=339224396,"Thunder, Lightning, Strike",2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8E28/EF3D/2300/4EAF_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
3,Belle & Sebastian,,37 minutes,Ryan Moore,Your Cover's Blown,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/210B/545C/83D8/AA8D_medium_front.jpg?cid=339224396,Books [EP],2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/D17C/D173/D6BC/A46F_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
4,Phoenix,,37 minutes,"Mike Bova, Styx, Gordie Hendrick",Too Young,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/1170/E82C/182B/08F0_medium_front.jpg?cid=339224396,United,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C5A3/74BB/A97E/2DC1_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
5,The Mountain Goats,,37 minutes,Armin Bachman,Palmcorder Yajna,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/1660/B364/A8F9/5A48_medium_front.jpg?cid=339224396,We Shall All Be Healed,2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/4E26/45CE/42A6/2A64_medium_front.jpg?cid=339224396,Alternative & Punk,Alternative Folk
6,Love,,37 minutes,Justin Philips & Damon Vorce,A House Is Not A Motel,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/758D/3B04/1D5F/FEDE_medium_front.jpg?cid=339224396,Forever Changes,2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/5739/0DF3/E9F7/577E_medium_front.jpg?cid=339224396,Rock,60's Rock
7,The Zombies,,37 minutes,Trevor Culley,She's Not There,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9C6D/1ECB/C869/8752_medium_front.jpg?cid=339224396,Greatest Hits,1990,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/9399/4AF2/D98A/C508_medium_front.jpg?cid=339224396,Rock,60's Rock
8,David Bowie,,37 minutes,Curtis Rapp,"John, I'm Only Dancing",Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C14A/09FC/54A6/6264_medium_front.jpg?cid=339224396,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars,1972,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FA6F/78F8/D3C2/6784_medium_front.jpg?cid=339224396,Rock,Hard Rock
9,Neil Young,,37 minutes,Credits,Heart of Gold,Labor of Love,20057,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CEE9/E557/C866/51FA_medium_front.jpg?cid=339224396,Harvest,1972,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/11E4/4C41/E874/C100_medium_front.jpg?cid=339224396,Rock,70's Rock
0,The Cramps,Baker Skateboards,55 minutes,Intro,I Can't Hardly Stand It,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D2D8/856F/D8CD/23D7_medium_front.jpg?cid=339224396,Songs The Lord Taught Us/Off The Bone/Psychedelic,2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/2623/4ED6/A8B0/2A2B_medium_front.jpg?cid=339224396,Alternative & Punk,Rockabilly Revival
1,Hollywood Rose,Baker Skateboards,55 minutes,Erik Ellington,Reckless Life (Gilby Clarke remix),Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9E97/33B3/1508/7A2D_medium_front.jpg?cid=339224396,The Roots Of Guns N' Roses,2004,,Rock,Metal
2,Andre Nickatina,Baker Skateboards,55 minutes,Jeff Lenoce,The Last Rap I'll Ever Write,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3971/4B32/96E8/72B8_medium_front.jpg?cid=339224396,"Cocaine Inc (Cocaine Raps 1, 2, & 3)",,,Urban,Western Hip-Hop/Rap
3,Black Sabbath,Baker Skateboards,55 minutes,Braydon Szafranski,Under the Sun/Every Day Comes and Goes,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4AF0/12A4/88DB/176E_medium_front.jpg?cid=339224396,Black Sabbath Vol. 4,1972,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/74D4/F76A/BA23/61AA_medium_front.jpg?cid=339224396,Rock,Metal
4,Notorious B.I.G.,Baker Skateboards,55 minutes,Antwuan Dixon,Let's Get It On (Dirty Harry Blend),Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FB75/6C17/DA90/7EB6_small_front.jpg?cid=339224396,Rap Phenomenon,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FCED/CC3D/B089/848C_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
5,The Upsetters & Lee Perry,Baker Skateboards,55 minutes,Friends,One Punch,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/68A0/8F95/0ABD/F589_medium_front.jpg?cid=339224396,Scratch The Upsetters Again,1970,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/222B/C8F9/CE97/F786_medium_front.jpg?cid=339224396,Other,Reggae
6,Children of Bodom,Baker Skateboards,55 minutes,Dustin Dollin,Downfall,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C42B/0349/35B8/CCAD_medium_front.jpg?cid=339224396,Hatebreeder,1999,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F0C3/9868/1946/311F_medium_front.jpg?cid=339224396,Rock,Metal
7,The Commodores,Baker Skateboards,55 minutes,Theotis Beasley & Rammy Issa,Machine Gun,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A6AD/78B4/4035/FBFB_medium_front.jpg?cid=339224396,20th Century Masters: The Millennium Collection - The Best Of The Commodores,1999,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C76C/0762/62B2/56C5_medium_front.jpg?cid=339224396,Urban,Classic R&B/Soul
8,Roxy Music,Baker Skateboards,55 minutes,Andrew Reynolds,The Bob (Medley),Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2E1B/13C8/30B6/BF43_medium_front.jpg?cid=339224396,Roxy Music,1972,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/381D/F5EF/75D9/3611_medium_front.jpg?cid=339224396,Rock,Hard Rock
9,The Commodors,Baker Skateboards,55 minutes,Kids,Machine Gun,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5FA3/1F02/FFA0/0EAA_medium_front.jpg?cid=339224396,Ready To Die,1994,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FCED/CC3D/B089/848C_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
10,Well,Baker Skateboards,55 minutes,Terry Kennedy,Well Off G's (feat. TK),Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/98D1/1427/B490/D46C_medium_front.jpg?cid=339224396,Flying Colours,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/15E7/E907/F68B/EE51_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
11,Morrissey,Baker Skateboards,55 minutes,"Kevin ""Spanky"" Long",Glamorous Glue,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/90F9/782B/5B2A/4E20_medium_front.jpg?cid=339224396,Your Arsenal,1992,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/56F0/3BD6/107E/E8E2_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
12,Johnny Thunders,Baker Skateboards,55 minutes,Jim Greco,Chinese Rocks,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/08A2/E3A1/02E9/FA36_medium_front.jpg?cid=339224396,You Can't Put Your Arms Around A Memory [Disc 3],2002,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0E92/4B1D/977D/F59D_medium_front.jpg?cid=339224396,Alternative & Punk,Punk
13,David Bowie,Baker Skateboards,55 minutes,Bryan Herman,The Width Of A Circle,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A9E3/0283/F7BD/53D8_medium_front.jpg?cid=339224396,The Man Who Sold The World,1970,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FA6F/78F8/D3C2/6784_medium_front.jpg?cid=339224396,Rock,Hard Rock
14,The Animals,Baker Skateboards,55 minutes,Outro,Good Times,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A232/E846/E065/DFED_medium_front.jpg?cid=339224396,Absolute Animals: 1964-1968,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A8F2/21E0/695E/E46F_medium_front.jpg?cid=339224396,Rock,60's Rock
15,Dick Dale,Baker Skateboards,55 minutes,Ali Boulala,Peter Gunn,Baker 3,561408,2005,,Dick Dale,,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/975B/EA40/E4A1/FADE_medium_front.jpg?cid=339224396,Rock,60's Rock
16,DJ Paul & Juicy J,Baker Skateboards,55 minutes,"Ryan ""Beagle"" Ewing",Smoke A Sack,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/162A/5090/153A/C1EE_medium_front.jpg?cid=339224396,Stay Trippy,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/504F/AF19/4C4F/A780_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
17,Lou Reed,Baker Skateboards,55 minutes,Credits,Street Hassle,Baker 3,561408,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F8B2/3F6F/040C/4089_medium_front.jpg?cid=339224396,Animal Serenade [Live] [Disc 1],2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/6321/52DF/E663/AB03_medium_front.jpg?cid=339224396,Alternative & Punk,New Wave Rock
0,Medications,Toy Machine,23 minutes,Intro,Surprise!,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C381/2F0B/3134/B5FC_medium_front.jpg?cid=339224396,Your Favorite People All In One Place,2005,,Alternative & Punk,Indie Rock
1,Happy Go Licky,Toy Machine,23 minutes,Daniel Lutheran,Twist and Shout,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E658/3725/11C6/B66E_medium_front.jpg?cid=339224396,Will Play,2014,,Alternative & Punk,Emo & Hardcore
2,Happy Go Licky,Toy Machine,23 minutes,Johnny Layton,Torso Butter,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E658/3725/11C6/B66E_medium_front.jpg?cid=339224396,Will Play,2014,,Alternative & Punk,Emo & Hardcore
3,Trans Am,Toy Machine,23 minutes,Billy Marks,Silent Star,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/1818/6340/8941/79A9_medium_front.jpg?cid=339224396,Thing,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/7815/6F83/356D/8930_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
4,Josh Harmony,Toy Machine,23 minutes,Nick Trapasso,Appleton Shuffle,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0E91/C425/BF69/2F56_medium_front.jpg?cid=339224396,Down Home,2010,,Traditional,Folk
5,Bad Brains,Toy Machine,23 minutes,Jordan Taylor,I,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B683/37A3/0395/47BC_medium_front.jpg?cid=339224396,Bad Brains [1996 Reissue],1996,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/96CB/539E/1BDE/35A3_medium_front.jpg?cid=339224396,Alternative & Punk,Punk
6,Teen Idles,Toy Machine,23 minutes,Collin Provost,Sneakers,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0B67/D35A/9542/2A5C_medium_front.jpg?cid=339224396,Minor Disturbance,2014,,Alternative & Punk,Punk
7,The Black Keys,Toy Machine,23 minutes,Leo Romero,The Moan (Peel Session),Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0D07/34A9/90D9/26B4_medium_front.jpg?cid=339224396,Have Love Will Travel,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F9B8/DDE4/3D65/BD6C_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
8,The Books,Toy Machine,23 minutes,Credits & Outro,Thirty Incoming,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/31E9/0E3A/A096/7C52_medium_front.jpg?cid=339224396,The Way Out,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FE4D/B1DA/30F1/887B_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
9,Devo,Toy Machine,23 minutes,Trailers,Mongoloid,Toy Machine - Brainwash,141507,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5A0A/F95A/98E3/13ED_medium_front.jpg?cid=339224396,Q: Are We Not Men? A: We Are Devo!,1978,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A362/97F1/0DCD/1D66_medium_front.jpg?cid=339224396,Alternative & Punk,New Wave Pop
0,Tortoise,Adidas Skateboarding,11 minutes,Intro,Salt the Skies,adidas - Japan Tour,76479,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A2A8/6AB9/0B23/7774_medium_front.jpg?cid=339224396,It's All Around You,2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/2E87/94B1/30DF/80A6_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
1,BLKTOP PRJKT,Adidas Skateboarding,11 minutes,Osaka,Pablo's Fever,adidas - Japan Tour,76479,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2A6E/BDD2/D186/7464_medium_front.jpg?cid=339224396,Lane Change,2008,,Jazz,Contemporary Jazz & Fusion
2,Tortiose,Adidas Skateboarding,11 minutes,Kobe,?,adidas - Japan Tour,76479,2009,,,,,,
3,Tortiose,Adidas Skateboarding,11 minutes,Tokyo #1,Salt The skies,adidas - Japan Tour,76479,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/A2A8/6AB9/0B23/7774_medium_front.jpg?cid=339224396,It's All Around You,2004,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/2E87/94B1/30DF/80A6_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
4,Les Savy Fav,Adidas Skateboarding,11 minutes,Tokyo #2,Patty Lee (instrumental),adidas - Japan Tour,76479,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/19CF/4D7A/CFB8/A242_medium_front.jpg?cid=339224396,Let's Stay Friends,2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/58C2/4ECA/9C20/5737_medium_front.jpg?cid=339224396,Alternative & Punk,Punk
0,The Flaming Lips,,,Intro,Sagittarius Silver Announcement,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FCF3/F896/8377/8B19_medium_front.jpg?cid=339224396,Embryonic,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/51CC/3E1A/DF43/5EDA_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
1,The Black Angels,,,Chad Butler,Science Killer,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2FF0/763A/D9F5/7AD9_medium_front.jpg?cid=339224396,Directions To See A Ghost,2008,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0CAD/74E3/A948/69EF_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
2,Beach Fossils,,,T.B.O.N.,Golden Age,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4D72/CBBC/7999/3D53_medium_front.jpg?cid=339224396,Beach Fossils,2012,,Alternative & Punk,Indie Rock
3,Burnt Ones,,,Cyril Jackson,Gonna Listen To T Rex,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/69FD/D880/E579/E681_medium_front.jpg?cid=339224396,Black Teeth & Golden Tongues,2010,,Rock,Mainstream Rock
4,Washed Out,,,Friends,New Theory,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B8DE/F18D/D541/216A_medium_front.jpg?cid=339224396,Life Of Leisure [EP],2009,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/2AE1/62A9/BF66/EAF3_medium_front.jpg?cid=339224396,Electronica,Electronica Mainstream
5,T. Rex,,,Eric Viccarone,Chrome Sitar,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2B8E/0491/1161/58BA_medium_front.jpg?cid=339224396,Futuristic Dragon (Deluxe Edition),2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/372C/FF74/5BF6/E89B_medium_front.jpg?cid=339224396,Rock,Hard Rock
6,The Black Angels,,,Johnny Grogan,The First Vietnamese War,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3273/6F1E/8DB9/9C0D_medium_front.jpg?cid=339224396,Passover,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0CAD/74E3/A948/69EF_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
7,O.M.F.O.,,,Bails,Magic Mamaliga,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9FB0/80C3/E99F/4B10_medium_front.jpg?cid=339224396,Trans Balkan Express,2008,,Electronica,Electronica Fusion
8,Roky Erickson & The Explosives,,,Adam Aziz,You're Gonna Miss Me,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E810/BD0D/0806/102D_medium_front.jpg?cid=339224396,Halloween Live 1979-81,2008,,Rock,60's Rock
9,Black Moth Super Rainbow,,,Credits,Gold Splatter,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BD72/A13C/4C92/D0BC_medium_front.jpg?cid=339224396,Eating Us,2009,,Alternative & Punk,Indie Rock
10,The Flaming Lips,,,Trailer,Worm Mountain,Hot Damn,15058,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/FCF3/F896/8377/8B19_medium_front.jpg?cid=339224396,Embryonic,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/51CC/3E1A/DF43/5EDA_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
0,Freedom Hawk,Thrasher Magazine,91 minutes,Intro,Standing In Line,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3C43/857B/24B3/E07A_medium_front.jpg?cid=339224396,Holding On,2011,,Rock,Hard Rock
1,Bad Strip,Thrasher Magazine,91 minutes,Anti Hero In Portland #1,I Don't Wanna,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2E94/C85D/1599/1896_medium_front.jpg?cid=339224396,C.M.B.,1991,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/204B/2275/9CFD/98EA_medium_front.jpg?cid=339224396,Urban,Contemporary R&B/Soul
2,Get Dead,Thrasher Magazine,91 minutes,Anti Hero In Portland #2,Leave A Message,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D355/B854/D02F/4423_medium_front.jpg?cid=339224396,Letters Home,2008,,Rock,Mainstream Rock
3,Earthless,Thrasher Magazine,91 minutes,Anti Hero In Salt Lake City,Cherry Red,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C8E8/818A/8D5D/F7E5_medium_front.jpg?cid=339224396,Rhythms From A Cosmic Sky,2007,,Alternative & Punk,Indie Rock
4,Kadavar,Thrasher Magazine,91 minutes,Anti Hero In Las Vegas,Goddes Of Dawn,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BEFD/E0B8/2F80/6FDB_medium_front.jpg?cid=339224396,Kadavar,2012,,Rock,Hard Rock
5,Sweet Apple,Thrasher Magazine,91 minutes,Anti Hero In San Jose,Hold Me I'm Dying,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5B88/33E2/CD67/2EE4_medium_front.jpg?cid=339224396,Love & Desperation,2011,,Alternative & Punk,Indie Rock
6,Green Leaf,Thrasher Magazine,91 minutes,Creature In Albuquerqe #1,Sunken Ships,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BA61/13DA/5E1A/FF5A_medium_front.jpg?cid=339224396,Taught To Be Proud,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/506A/4C48/247E/3F25_medium_front.jpg?cid=339224396,Rock,Jam Bands
7,Honey Wars,Thrasher Magazine,91 minutes,Creature In Salt Lake City,What's Wrong,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BB8D/A705/F74B/C693_medium_front.jpg?cid=339224396,Only Way To Be Alone,2008,,Alternative & Punk,Alternative Folk
8,Bad Strip,Thrasher Magazine,91 minutes,Creature In Los Angeles,I Don't Wanna,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2E94/C85D/1599/1896_medium_front.jpg?cid=339224396,C.M.B.,1991,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/204B/2275/9CFD/98EA_medium_front.jpg?cid=339224396,Urban,Contemporary R&B/Soul
9,Marvelous Darlings,Thrasher Magazine,91 minutes,Creature In San Francisco,I Don't Wanna Go To The Party,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3C78/E5C9/3C30/8B70_medium_front.jpg?cid=339224396,Live At Gales,2010,,Alternative & Punk,Punk
10,Bad Strip,Thrasher Magazine,91 minutes,Toy Machine In Colorado #1,Lady Frankenstein,Thrasher - King Of The Road 2012,32489,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/784C/20EC/AF4C/1F35_medium_front.jpg?cid=339224396,Back,1998,,Electronica,Dance & Club
